date,reviewer,text,stars,company
2022-02-11T17:31:11.000Z,David N.,Die anfängliche Skepsis legte sich mit dem ersten Telefonat. Die leichte Anwendung und die klare und verständliche Sprache gestalteten den sonst trockenen Prozess sehr angenehm. Die Expertise und Flexibilität der Beraterin haben mich begeistert und waren im Endeffekt der Grund für den Abschluss des Kredites über Hypofriend. Danke für die tolle Hilfe!,5,/hypofriend.de?languages=de
2022-01-28T17:23:31.000Z,Andrea B,"Großartiger Service, immer Kundenorientierung und sehr tiefe Expertise. Immer wieder!",5,/hypofriend.de?languages=de
2022-01-17T14:54:34.000Z,Julian W.,Sehr freundliche und kompetente Beratung. Auf Rückfragen wurde immer schnell und hilfreich geantwortet. Ich kann Hypofriend definitiv weiter empfehlen.,5,/hypofriend.de?languages=de
2022-01-09T12:36:42.000Z,K. W.,"Gerade Frau Morlang ist eine sehr kompetente und freundliche Mitarbeiterin, und hat uns trotz Schwierigkeiten unseren jetzigen Kredit ermöglicht. Vielen Dank! Wir würden uns jederzeit wieder an sie wenden und sind sehr zufrieden!",5,/hypofriend.de?languages=de
2022-01-08T12:37:32.000Z,Kristina Bormann,"Helge Schünemann hat uns sehr umfangreich und toll beraten! Bei jeder Frage, war er sofort erreichbar und hat sich um unsere Anliegen gekümmert! Ich würde die Finanzierung immer wieder bei ihm machen! Ein sehr kompetenter, freundlicher und guter Berater.",5,/hypofriend.de?languages=de
2021-12-29T11:09:51.000Z,XXX,"Kristina war super freundlich, schnell und ich fühlte mich kompetent beraten!",5,/hypofriend.de?languages=de
2021-12-28T09:03:28.000Z,Songhee,"Da der Immobilienerwerb eine unserer größten finanziellen Entscheidungen war, haben mein Mann und Ich selbstverständlich möglichst viele Anbietern und Banken verglichen. Marc und Hypofriend haben uns immer das beste Angebot herausgesucht. Marc kam immer direkt auf dem Punkt. Seine freundliche und direkte Kommunikation hat uns sehr viel geholfen. Wir können ihn jedem weiterempfehlen! Vielen Dank, Marc",5,/hypofriend.de?languages=de
2021-12-13T07:11:07.000Z,Diamond club wien,,4,/hypofriend.de?languages=de
2021-12-09T17:22:36.000Z,Semir Festic,"We gladly recommend Michael to everyone that wants to get the best possible offer for a loan, or any financial advice in the easiest, most pleasant way. He answered all our questions, was always available, responded very quickly to all our e-mails and calls.He helped us get the best possible offer for our real estate loan. He patiently explained the process and guided us through all the steps we needed to take.He also speaks great English and is the best choice for anyone that struggles with German :)Wir empfehlen Michael gerne jedem, der das bestmögliche Angebot für einen Kredit oder eine Finanzberatung auf die einfachste und angenehmste Weise erhalten möchte. Er hat alle unsere Fragen beantwortet, war immer erreichbar und hat sehr schnell auf alle unsere E-Mails und Anrufe geantwortet.Er hat uns geholfen, das bestmögliche Angebot für unser Immobiliendarlehen zu bekommen. Er erklärte uns geduldig den Prozess und führte uns durch alle Schritte, die wir unternehmen mussten.Außerdem spricht er hervorragend Englisch und ist die beste Wahl für alle, die mit der deutschen Sprache Schwierigkeiten haben :)",5,/hypofriend.de?languages=de
2021-12-06T08:42:58.000Z,Nadia,"Kommunikation am Anfang etwas holprig, aber danach lief alles gut. Danke für die Unterstützung.",4,/hypofriend.de?languages=de
2021-11-25T08:41:27.000Z,Paen Stuel,Der übersichtliche Aufbau des Webauftritts und der Vergleich mit den Konkurrenzangeboten haben mich schließlich zu Hypofriend geleitet. H. hat mich gut durch die Finanzierungsmöglichkeiten geführt und alle Fragen beantwortet. Dadurch kam es schnell und einfach zu einer Finanzierung für meine Wohnung. Der unkomplizierte Umgang und die zügige Bearbeitung haben mich beeindruckt. Empfehlenswert.,5,/hypofriend.de?languages=de
